id x y modelclimatetableName modelsiteavailableNitrogen modelsitesoilDepth modelsitepctSand modelsitepctSilt modelsitepctClay
1061 16 29 high_rcp_8_2070 45 30 34 33 33
1062 17 29 high_rcp_8_2070 45 30 34 33 33
1063 18 29 high_rcp_8_2070 45 30 34 33 33
1064 19 29 high_rcp_8_2070 45 30 34 33 33
1065 20 29 high_rcp_8_2070 45 30 34 33 33
1066 21 29 high_rcp_8_2070 45 30 34 33 33
1067 22 29 high_rcp_8_2070 45 30 34 33 33
1068 23 29 high_rcp_8_2070 45 30 34 33 33
1069 24 29 high_rcp_8_2070 55 30 34 33 33
1070 25 29 high_rcp_8_2070 55 30 34 33 33
1071 26 29 high_rcp_8_2070 55 30 34 33 33
1072 27 29 high_rcp_8_2070 55 30 34 33 33
1073 28 29 high_rcp_8_2070 55 30 34 33 33
1074 29 29 high_rcp_8_2070 55 30 34 33 33
1075 30 29 high_rcp_8_2070 55 30 34 33 33
1076 31 29 high_rcp_8_2070 55 30 34 33 33
1077 32 29 high_rcp_8_2070 55 30 34 33 33
1078 33 29 high_rcp_8_2070 55 30 34 33 33
1079 34 29 high_rcp_8_2070 55 30 34 33 33
1080 35 29 high_rcp_8_2070 55 30 34 33 33
