rid,Stand_ID,model climate name,soil,stand_age,distance,species
1035,DF_MID_E_2070_L_3,mid_8_2070,rhyolite,10,1000,DF
1036,DF_MID_E_2070_L_4,mid_8_2070,rhyolite,20,50,DF
1037,DF_MID_E_2070_L_5,mid_8_2070,rhyolite,20,500,DF
1038,DF_MID_E_2070_L_6,mid_8_2070,rhyolite,20,1000,DF
1039,DF_MID_E_2070_L_7,mid_8_2070,rhyolite,50,50,DF
1040,DF_MID_E_2070_L_8,mid_8_2070,rhyolite,50,500,DF
1041,DF_MID_E_2070_L_9,mid_8_2070,rhyolite,50,1000,DF
1042,DF_MID_E_2070_L_10,mid_8_2070,rhyolite,100,50,DF
1043,DF_MID_E_2070_L_11,mid_8_2070,rhyolite,100,500,DF
1044,DF_MID_E_2070_L_12,mid_8_2070,rhyolite,100,1000,DF
1045,DF_MID_E_2070_L_13,mid_8_2070,andesite,10,50,DF
1046,DF_MID_E_2070_L_14,mid_8_2070,andesite,10,500,DF
1047,DF_MID_E_2070_L_15,mid_8_2070,andesite,10,1000,DF
1048,DF_MID_E_2070_L_16,mid_8_2070,andesite,20,50,DF
1049,DF_MID_E_2070_L_17,mid_8_2070,andesite,20,500,DF
1050,DF_MID_E_2070_L_18,mid_8_2070,andesite,20,1000,DF
1051,DF_MID_E_2070_L_19,mid_8_2070,andesite,50,50,DF
1052,DF_MID_E_2070_L_20,mid_8_2070,andesite,50,500,DF
1053,DF_MID_E_2070_L_21,mid_8_2070,andesite,50,1000,DF
1054,DF_MID_E_2070_L_22,mid_8_2070,andesite,100,50,DF
1055,DF_MID_E_2070_L_23,mid_8_2070,andesite,100,500,DF
1056,DF_MID_E_2070_L_24,mid_8_2070,andesite,100,1000,DF
1057,DF_HIGH_E_2070_L_1,high_8_2070,rhyolite,10,50,DF
1058,DF_HIGH_E_2070_L_2,high_8_2070,rhyolite,10,500,DF
1059,DF_HIGH_E_2070_L_3,high_8_2070,rhyolite,10,1000,DF
1060,DF_HIGH_E_2070_L_4,high_8_2070,rhyolite,20,50,DF
1061,DF_HIGH_E_2070_L_5,high_8_2070,rhyolite,20,500,DF
1062,DF_HIGH_E_2070_L_6,high_8_2070,rhyolite,20,1000,DF
1063,DF_HIGH_E_2070_L_7,high_8_2070,rhyolite,50,50,DF
1064,DF_HIGH_E_2070_L_8,high_8_2070,rhyolite,50,500,DF
1065,DF_HIGH_E_2070_L_9,high_8_2070,rhyolite,50,1000,DF
1066,DF_HIGH_E_2070_L_10,high_8_2070,rhyolite,100,50,DF
1067,DF_HIGH_E_2070_L_11,high_8_2070,rhyolite,100,500,DF
1068,DF_HIGH_E_2070_L_12,high_8_2070,rhyolite,100,1000,DF
1069,DF_HIGH_E_2070_L_13,high_8_2070,andesite,10,50,DF
1070,DF_HIGH_E_2070_L_14,high_8_2070,andesite,10,500,DF
1071,DF_HIGH_E_2070_L_15,high_8_2070,andesite,10,1000,DF
1072,DF_HIGH_E_2070_L_16,high_8_2070,andesite,20,50,DF
1073,DF_HIGH_E_2070_L_17,high_8_2070,andesite,20,500,DF
1074,DF_HIGH_E_2070_L_18,high_8_2070,andesite,20,1000,DF
1075,DF_HIGH_E_2070_L_19,high_8_2070,andesite,50,50,DF
1076,DF_HIGH_E_2070_L_20,high_8_2070,andesite,50,500,DF
1077,DF_HIGH_E_2070_L_21,high_8_2070,andesite,50,1000,DF
1078,DF_HIGH_E_2070_L_22,high_8_2070,andesite,100,50,DF
1079,DF_HIGH_E_2070_L_23,high_8_2070,andesite,100,500,DF
1080,DF_HIGH_E_2070_L_24,high_8_2070,andesite,100,1000,DF
